action_code,actor,actor_role,camera_movement,changed,clip_end_frame,clip_start_frame,criterion,description,end_direction,end_frame,example_id,mind_change,rank,retraction_direction_code,start_direction,start_frame,target_context_1,target_context_2,target_structure,tool_type,triplet,video_id
CAMERA_ZOOM_OUT,camera,,CAMERA_ZOOM_OUT,,1200,750,C2,The camera zooms out.,,1200,1971efbe-2e68-4e13-ba04-2bc6ed76b4f1__C2__avg__c_000750_001200,unsatisfied->satisfied,3,,,1050,,,,,,1971efbe-2e68-4e13-ba04-2bc6ed76b4f1
,left,,,no,1800,1500,C2,The grasper keeps the gallbladder neck retracted lateral.,lateral,1800,1971efbe-2e68-4e13-ba04-2bc6ed76b4f1__C2__avg__c_001500_001800,unsatisfied->satisfied,3,KEEP_RETRACT_LATERAL,lateral,1500,,,,,,1971efbe-2e68-4e13-ba04-2bc6ed76b4f1
DISSECT,right,,,,1800,1500,C2,"The hook dissects around the hepatocystic triangle, between cystic artery and cystic plate.",,1650,1971efbe-2e68-4e13-ba04-2bc6ed76b4f1__C2__avg__c_001500_001800,unsatisfied->satisfied,1,,,1500,between cystic artery and cystic plate,(not set),HepatocysticTriangle,Hook,"[""Hook"", ""DISSECT"", ""HepatocysticTriangle""]",1971efbe-2e68-4e13-ba04-2bc6ed76b4f1
DISSECT,right,,,,1800,1500,C2,"The hook dissects around the cystic artery, between presumed cystic duct and presumed cystic artery.",,1800,1971efbe-2e68-4e13-ba04-2bc6ed76b4f1__C2__avg__c_001500_001800,unsatisfied->satisfied,1,,,1710,between presumed cystic duct and presumed cystic artery,(not set),CysticArtery,Hook,"[""Hook"", ""DISSECT"", ""CysticArtery""]",1971efbe-2e68-4e13-ba04-2bc6ed76b4f1
CAMERA_ZOOM_OUT,camera,,CAMERA_ZOOM_OUT,,1800,1500,C2,The camera zooms out.,,1800,1971efbe-2e68-4e13-ba04-2bc6ed76b4f1__C2__avg__c_001500_001800,unsatisfied->satisfied,2,,,1500,,,,,,1971efbe-2e68-4e13-ba04-2bc6ed76b4f1
CAMERA_REPOSITION,camera,,CAMERA_REPOSITION,,1800,1500,C2,The camera repositions.,,1800,1971efbe-2e68-4e13-ba04-2bc6ed76b4f1__C2__avg__c_001500_001800,unsatisfied->satisfied,2,,,1650,,,,,,1971efbe-2e68-4e13-ba04-2bc6ed76b4f1
,left,,,yes,1350,900,C3,The grasper retracts the gallbladder neck from medial to lateral.,lateral,1050,1971efbe-2e68-4e13-ba04-2bc6ed76b4f1__C3__avg__c_000900_001350,unsatisfied->satisfied,2,RETRACT_MEDIAL_TO_LATERAL,medial,1020,,,,,,1971efbe-2e68-4e13-ba04-2bc6ed76b4f1
DISSECT,right,,,,1350,900,C3,"The hook dissects around the cystic plate, between cystic artery and cystic plate.",,960,1971efbe-2e68-4e13-ba04-2bc6ed76b4f1__C3__avg__c_000900_001350,unsatisfied->satisfied,1,,,900,between cystic artery and cystic plate,(not set),CysticPlate,Hook,"[""Hook"", ""DISSECT"", ""CysticPlate""]",1971efbe-2e68-4e13-ba04-2bc6ed76b4f1
DISSECT,right,,,,1350,900,C3,"The hook dissects around the cystic artery, between cystic artery and cystic plate.",,1200,1971efbe-2e68-4e13-ba04-2bc6ed76b4f1__C3__avg__c_000900_001350,unsatisfied->satisfied,1,,,1110,between cystic artery and cystic plate,(not set),CysticArtery,Hook,"[""Hook"", ""DISSECT"", ""CysticArtery""]",1971efbe-2e68-4e13-ba04-2bc6ed76b4f1
DISSECT,right,,,,1350,900,C3,"The hook dissects around the hepatocystic triangle, between cystic artery and cystic plate.",,1350,1971efbe-2e68-4e13-ba04-2bc6ed76b4f1__C3__avg__c_000900_001350,unsatisfied->satisfied,1,,,1290,between cystic artery and cystic plate,(not set),HepatocysticTriangle,Hook,"[""Hook"", ""DISSECT"", ""HepatocysticTriangle""]",1971efbe-2e68-4e13-ba04-2bc6ed76b4f1
CAMERA_ZOOM_IN,camera,,CAMERA_ZOOM_IN,,1350,900,C3,The camera zooms in.,,1050,1971efbe-2e68-4e13-ba04-2bc6ed76b4f1__C3__avg__c_000900_001350,unsatisfied->satisfied,3,,,900,,,,,,1971efbe-2e68-4e13-ba04-2bc6ed76b4f1
CAMERA_ZOOM_OUT,camera,,CAMERA_ZOOM_OUT,,1350,900,C3,The camera zooms out.,,1350,1971efbe-2e68-4e13-ba04-2bc6ed76b4f1__C3__avg__c_000900_001350,unsatisfied->satisfied,3,,,1050,,,,,,1971efbe-2e68-4e13-ba04-2bc6ed76b4f1
,left,,,no,1800,1500,C3,The grasper keeps the gallbladder neck retracted lateral.,lateral,1800,1971efbe-2e68-4e13-ba04-2bc6ed76b4f1__C3__avg__c_001500_001800,unsatisfied->satisfied,3,KEEP_RETRACT_LATERAL,lateral,1500,,,,,,1971efbe-2e68-4e13-ba04-2bc6ed76b4f1
DISSECT,right,,,,1800,1500,C3,"The hook dissects around the hepatocystic triangle, between cystic artery and cystic plate.",,1650,1971efbe-2e68-4e13-ba04-2bc6ed76b4f1__C3__avg__c_001500_001800,unsatisfied->satisfied,1,,,1530,between cystic artery and cystic plate,(not set),HepatocysticTriangle,Hook,"[""Hook"", ""DISSECT"", ""HepatocysticTriangle""]",1971efbe-2e68-4e13-ba04-2bc6ed76b4f1
DISSECT,right,,,,1800,1500,C3,"The hook dissects around the hepatocystic triangle, between presumed cystic duct and presumed cystic artery.",,1800,1971efbe-2e68-4e13-ba04-2bc6ed76b4f1__C3__avg__c_001500_001800,unsatisfied->satisfied,1,,,1710,between presumed cystic duct and presumed cystic artery,(not set),HepatocysticTriangle,Hook,"[""Hook"", ""DISSECT"", ""HepatocysticTriangle""]",1971efbe-2e68-4e13-ba04-2bc6ed76b4f1
CAMERA_ZOOM_OUT,camera,,CAMERA_ZOOM_OUT,,1800,1500,C3,The camera zooms out.,,1650,1971efbe-2e68-4e13-ba04-2bc6ed76b4f1__C3__avg__c_001500_001800,unsatisfied->satisfied,2,,,1500,,,,,,1971efbe-2e68-4e13-ba04-2bc6ed76b4f1
CAMERA_REPOSITION,camera,,CAMERA_REPOSITION,,1800,1500,C3,The camera repositions.,,1800,1971efbe-2e68-4e13-ba04-2bc6ed76b4f1__C3__avg__c_001500_001800,unsatisfied->satisfied,2,,,1650,,,,,,1971efbe-2e68-4e13-ba04-2bc6ed76b4f1
CAMERA_REPOSITION,camera,,CAMERA_REPOSITION,,150,0,C1,The camera repositions.,,150,1b7257e7-f6bb-4c2e-96eb-5c0e783f2983__C1__avg__c_000000_000150,unsatisfied->satisfied,2,,,0,,,,,,1b7257e7-f6bb-4c2e-96eb-5c0e783f2983
CAMERA_ZOOM_OUT,camera,,CAMERA_ZOOM_OUT,,750,600,C1,The camera zooms out.,,750,1b7257e7-f6bb-4c2e-96eb-5c0e783f2983__C1__avg__c_000600_000750,unsatisfied->satisfied,2,,,600,,,,,,1b7257e7-f6bb-4c2e-96eb-5c0e783f2983
CAMERA_ZOOM_OUT,camera,,CAMERA_ZOOM_OUT,,1350,1050,C1,The camera zooms out.,,1200,1b7257e7-f6bb-4c2e-96eb-5c0e783f2983__C1__avg__c_001050_001350,unsatisfied->satisfied,2,,,1050,,,,,,1b7257e7-f6bb-4c2e-96eb-5c0e783f2983
CAMERA_ZOOM_OUT,camera,,CAMERA_ZOOM_OUT,,2250,1650,C1,The camera zooms out.,,1950,1b7257e7-f6bb-4c2e-96eb-5c0e783f2983__C1__avg__c_001650_002250,unsatisfied->satisfied,2,,,1800,,,,,,1b7257e7-f6bb-4c2e-96eb-5c0e783f2983
CAMERA_ZOOM_IN,camera,,CAMERA_ZOOM_IN,,2250,1650,C1,The camera zooms in.,,2250,1b7257e7-f6bb-4c2e-96eb-5c0e783f2983__C1__avg__c_001650_002250,unsatisfied->satisfied,2,,,2100,,,,,,1b7257e7-f6bb-4c2e-96eb-5c0e783f2983
CAMERA_ZOOM_OUT,camera,,CAMERA_ZOOM_OUT,,1350,1050,C2,The camera zooms out.,,1200,1b7257e7-f6bb-4c2e-96eb-5c0e783f2983__C2__avg__c_001050_001350,unsatisfied->satisfied,2,,,1050,,,,,,1b7257e7-f6bb-4c2e-96eb-5c0e783f2983
,left,,,no,450,0,C1,The grasper keeps the gallbladder neck retracted upward.,upward,450,1cd76ca0-9ddb-4204-a783-bd245a6cc604__C1__avg__c_000000_000450,unsatisfied->satisfied,2,KEEP_RETRACT_UPWARD,upward,0,,,,,,1cd76ca0-9ddb-4204-a783-bd245a6cc604
DISSECT,right,,,,450,0,C1,"The maryland dissects around the hepatocystic triangle, between presumed cystic duct and presumed cystic artery.",,150,1cd76ca0-9ddb-4204-a783-bd245a6cc604__C1__avg__c_000000_000450,unsatisfied->satisfied,1,,,0,between presumed cystic duct and presumed cystic artery,(not set),HepatocysticTriangle,Maryland,"[""Maryland"", ""DISSECT"", ""HepatocysticTriangle""]",1cd76ca0-9ddb-4204-a783-bd245a6cc604
,left,,,yes,1950,1200,C1,The grasper retracts the gallbladder neck from upward to lateral.,lateral,1500,1cd76ca0-9ddb-4204-a783-bd245a6cc604__C1__avg__c_001200_001950,unsatisfied->satisfied,1,RETRACT_UPWARD_TO_LATERAL,upward,1470,,,,,,1cd76ca0-9ddb-4204-a783-bd245a6cc604
CLIP,right,,,,1950,1200,C1,The clipper clips the cystic duct.,,1440,1cd76ca0-9ddb-4204-a783-bd245a6cc604__C1__avg__c_001200_001950,unsatisfied->satisfied,3,,,1200,(not set),(not set),CysticDuct,clipper,"[""clipper"", ""CLIP"", ""CysticDuct""]",1cd76ca0-9ddb-4204-a783-bd245a6cc604
CAMERA_UNCERTAIN,camera,,CAMERA_UNCERTAIN,,1950,1200,C1,The camera is uncertain.,,1350,1cd76ca0-9ddb-4204-a783-bd245a6cc604__C1__avg__c_001200_001950,unsatisfied->satisfied,2,,,1200,,,,,,1cd76ca0-9ddb-4204-a783-bd245a6cc604
CAMERA_UNCERTAIN,camera,,CAMERA_UNCERTAIN,,1950,1200,C1,The camera is uncertain.,,1650,1cd76ca0-9ddb-4204-a783-bd245a6cc604__C1__avg__c_001200_001950,unsatisfied->satisfied,2,,,1350,,,,,,1cd76ca0-9ddb-4204-a783-bd245a6cc604
CAMERA_UNCERTAIN,camera,,CAMERA_UNCERTAIN,,1950,1200,C1,The camera is uncertain.,,1800,1cd76ca0-9ddb-4204-a783-bd245a6cc604__C1__avg__c_001200_001950,unsatisfied->satisfied,2,,,1650,,,,,,1cd76ca0-9ddb-4204-a783-bd245a6cc604
,left,,,no,600,0,C2,The grasper keeps the gallbladder neck retracted upward.,upward,600,1cd76ca0-9ddb-4204-a783-bd245a6cc604__C2__avg__c_000000_000600,unsatisfied->satisfied,2,KEEP_RETRACT_UPWARD,upward,0,,,,,,1cd76ca0-9ddb-4204-a783-bd245a6cc604
DISSECT,right,,,,600,0,C2,"The maryland dissects around the hepatocystic triangle, between presumed cystic duct and presumed cystic artery.",,150,1cd76ca0-9ddb-4204-a783-bd245a6cc604__C2__avg__c_000000_000600,unsatisfied->satisfied,1,,,0,between presumed cystic duct and presumed cystic artery,(not set),HepatocysticTriangle,Maryland,"[""Maryland"", ""DISSECT"", ""HepatocysticTriangle""]",1cd76ca0-9ddb-4204-a783-bd245a6cc604
CLIP,right,,,,600,0,C2,The clipper clips the hepatocystic triangle.,,600,1cd76ca0-9ddb-4204-a783-bd245a6cc604__C2__avg__c_000000_000600,unsatisfied->satisfied,1,,,570,(not set),(not set),HepatocysticTriangle,clipper,"[""clipper"", ""CLIP"", ""HepatocysticTriangle""]",1cd76ca0-9ddb-4204-a783-bd245a6cc604
CAMERA_REPOSITION,camera,,CAMERA_REPOSITION,,600,0,C2,The camera repositions.,,150,1cd76ca0-9ddb-4204-a783-bd245a6cc604__C2__avg__c_000000_000600,unsatisfied->satisfied,3,,,0,,,,,,1cd76ca0-9ddb-4204-a783-bd245a6cc604
CAMERA_REPOSITION,camera,,CAMERA_REPOSITION,,600,0,C2,The camera repositions.,,300,1cd76ca0-9ddb-4204-a783-bd245a6cc604__C2__avg__c_000000_000600,unsatisfied->satisfied,3,,,150,,,,,,1cd76ca0-9ddb-4204-a783-bd245a6cc604
CAMERA_ZOOM_OUT,camera,,CAMERA_ZOOM_OUT,,600,0,C2,The camera zooms out.,,600,1cd76ca0-9ddb-4204-a783-bd245a6cc604__C2__avg__c_000000_000600,unsatisfied->satisfied,3,,,450,,,,,,1cd76ca0-9ddb-4204-a783-bd245a6cc604
,left,,,yes,1950,1200,C2,The grasper retracts the gallbladder neck from upward to lateral.,lateral,1530,1cd76ca0-9ddb-4204-a783-bd245a6cc604__C2__avg__c_001200_001950,unsatisfied->satisfied,1,RETRACT_UPWARD_TO_LATERAL,upward,1410,,,,,,1cd76ca0-9ddb-4204-a783-bd245a6cc604
CLIP,right,,,,1950,1200,C2,The clipper clips the cystic duct.,,1440,1cd76ca0-9ddb-4204-a783-bd245a6cc604__C2__avg__c_001200_001950,unsatisfied->satisfied,3,,,1200,(not set),(not set),CysticDuct,clipper,"[""clipper"", ""CLIP"", ""CysticDuct""]",1cd76ca0-9ddb-4204-a783-bd245a6cc604
CAMERA_UNCERTAIN,camera,,CAMERA_UNCERTAIN,,1950,1200,C2,The camera is uncertain.,,1350,1cd76ca0-9ddb-4204-a783-bd245a6cc604__C2__avg__c_001200_001950,unsatisfied->satisfied,2,,,1200,,,,,,1cd76ca0-9ddb-4204-a783-bd245a6cc604
CAMERA_UNCERTAIN,camera,,CAMERA_UNCERTAIN,,1950,1200,C2,The camera is uncertain.,,1650,1cd76ca0-9ddb-4204-a783-bd245a6cc604__C2__avg__c_001200_001950,unsatisfied->satisfied,2,,,1350,,,,,,1cd76ca0-9ddb-4204-a783-bd245a6cc604
,left,,,no,450,0,C2,The grasper keeps the gallbladder neck retracted lateral.,lateral,450,1ecfaf41-7ed8-4d2b-80f3-b370ea1ff55a__C2__avg__c_000000_000450,unsatisfied->satisfied,2,KEEP_RETRACT_LATERAL,lateral,0,,,,,,1ecfaf41-7ed8-4d2b-80f3-b370ea1ff55a
DISSECT,right,,,,450,0,C2,The maryland dissects around the cystic artery.,,30,1ecfaf41-7ed8-4d2b-80f3-b370ea1ff55a__C2__avg__c_000000_000450,unsatisfied->satisfied,1,,,0,(not set),(not set),CysticArtery,Maryland,"[""Maryland"", ""DISSECT"", ""CysticArtery""]",1ecfaf41-7ed8-4d2b-80f3-b370ea1ff55a
IRRIGATOR_ASPIRATE,right,,,,450,0,C2,"The irrigator irrigator aspirate the hepatocystic triangle, between presumed cystic duct and presumed cystic artery.",,300,1ecfaf41-7ed8-4d2b-80f3-b370ea1ff55a__C2__avg__c_000000_000450,unsatisfied->satisfied,1,,,240,between presumed cystic duct and presumed cystic artery,(not set),HepatocysticTriangle,Irrigator,"[""Irrigator"", ""IRRIGATOR_ASPIRATE"", ""HepatocysticTriangle""]",1ecfaf41-7ed8-4d2b-80f3-b370ea1ff55a
,left,,,no,1050,750,C2,The grasper keeps the gallbladder neck retracted lateral.,lateral,1050,1ecfaf41-7ed8-4d2b-80f3-b370ea1ff55a__C2__avg__c_000750_001050,unsatisfied->satisfied,2,KEEP_RETRACT_LATERAL,lateral,750,,,,,,1ecfaf41-7ed8-4d2b-80f3-b370ea1ff55a
CAMERA_REPOSITION,camera,,CAMERA_REPOSITION,,1050,750,C2,The camera repositions.,,900,1ecfaf41-7ed8-4d2b-80f3-b370ea1ff55a__C2__avg__c_000750_001050,unsatisfied->satisfied,1,,,750,,,,,,1ecfaf41-7ed8-4d2b-80f3-b370ea1ff55a
,left,,,yes,900,450,C2,The grasper retracts the gallbladder neck from not retracted to medial.,medial,690,1ff8fc19-8a7f-42e1-b8a4-30a25194c981__C2__avg__c_000450_000900,unsatisfied->satisfied,2,RETRACT_MEDIAL,not_retracted,600,,,,,,1ff8fc19-8a7f-42e1-b8a4-30a25194c981
DISSECT,right,,,,900,450,C2,"The maryland dissects around the cystic duct, between presumed cystic duct and presumed cystic artery.",,900,1ff8fc19-8a7f-42e1-b8a4-30a25194c981__C2__avg__c_000450_000900,unsatisfied->satisfied,1,,,690,between presumed cystic duct and presumed cystic artery,(not set),CysticDuct,Maryland,"[""Maryland"", ""DISSECT"", ""CysticDuct""]",1ff8fc19-8a7f-42e1-b8a4-30a25194c981
CAMERA_ZOOM_IN,camera,,CAMERA_ZOOM_IN,,900,450,C2,The camera zooms in.,,750,1ff8fc19-8a7f-42e1-b8a4-30a25194c981__C2__avg__c_000450_000900,unsatisfied->satisfied,3,,,600,,,,,,1ff8fc19-8a7f-42e1-b8a4-30a25194c981
,left,,,no,1650,1200,C2,The grasper keeps the gallbladder neck retracted lateral.,lateral,1650,1ff8fc19-8a7f-42e1-b8a4-30a25194c981__C2__avg__c_001200_001650,unsatisfied->satisfied,3,KEEP_RETRACT_LATERAL,lateral,1200,,,,,,1ff8fc19-8a7f-42e1-b8a4-30a25194c981
DISSECT,right,,,,1650,1200,C2,"The maryland dissects around the hepatocystic triangle, near the cystic duct, and between presumed cystic duct and presumed cystic artery.",,1650,1ff8fc19-8a7f-42e1-b8a4-30a25194c981__C2__avg__c_001200_001650,unsatisfied->satisfied,1,,,1200,near the cystic duct,between presumed cystic duct and presumed cystic artery,HepatocysticTriangle,Maryland,"[""Maryland"", ""DISSECT"", ""HepatocysticTriangle""]",1ff8fc19-8a7f-42e1-b8a4-30a25194c981
CAMERA_REPOSITION,camera,,CAMERA_REPOSITION,,1650,1200,C2,The camera repositions.,,1500,1ff8fc19-8a7f-42e1-b8a4-30a25194c981__C2__avg__c_001200_001650,unsatisfied->satisfied,2,,,1200,,,,,,1ff8fc19-8a7f-42e1-b8a4-30a25194c981
,left,,,yes,2400,2250,C2,The grasper retracts the gallbladder neck from not retracted to lateral.,lateral,2400,1ff8fc19-8a7f-42e1-b8a4-30a25194c981__C2__avg__c_002250_002400,unsatisfied->satisfied,2,RETRACT_LATERAL,not_retracted,2250,,,,,,1ff8fc19-8a7f-42e1-b8a4-30a25194c981
CLIP,right,,,,2400,2250,C2,The clipper clips the cystic duct.,,2400,1ff8fc19-8a7f-42e1-b8a4-30a25194c981__C2__avg__c_002250_002400,unsatisfied->satisfied,3,,,2250,(not set),(not set),CysticDuct,clipper,"[""clipper"", ""CLIP"", ""CysticDuct""]",1ff8fc19-8a7f-42e1-b8a4-30a25194c981
CAMERA_ZOOM_IN,camera,,CAMERA_ZOOM_IN,,2400,2250,C2,The camera zooms in.,,2400,1ff8fc19-8a7f-42e1-b8a4-30a25194c981__C2__avg__c_002250_002400,unsatisfied->satisfied,1,,,2250,,,,,,1ff8fc19-8a7f-42e1-b8a4-30a25194c981
,left,,,yes,900,450,C3,The grasper retracts the gallbladder neck from not retracted to medial.,medial,690,1ff8fc19-8a7f-42e1-b8a4-30a25194c981__C3__avg__c_000450_000900,unsatisfied->satisfied,2,RETRACT_MEDIAL,not_retracted,600,,,,,,1ff8fc19-8a7f-42e1-b8a4-30a25194c981
DISSECT,right,,,,900,450,C3,"The maryland dissects around the cystic duct, between presumed cystic duct and presumed cystic artery.",,900,1ff8fc19-8a7f-42e1-b8a4-30a25194c981__C3__avg__c_000450_000900,unsatisfied->satisfied,1,,,690,between presumed cystic duct and presumed cystic artery,(not set),CysticDuct,Maryland,"[""Maryland"", ""DISSECT"", ""CysticDuct""]",1ff8fc19-8a7f-42e1-b8a4-30a25194c981
CAMERA_ZOOM_IN,camera,,CAMERA_ZOOM_IN,,900,450,C3,The camera zooms in.,,750,1ff8fc19-8a7f-42e1-b8a4-30a25194c981__C3__avg__c_000450_000900,unsatisfied->satisfied,3,,,600,,,,,,1ff8fc19-8a7f-42e1-b8a4-30a25194c981
,left,,,no,1650,1200,C3,The grasper keeps the gallbladder neck retracted lateral.,lateral,1650,1ff8fc19-8a7f-42e1-b8a4-30a25194c981__C3__avg__c_001200_001650,unsatisfied->satisfied,3,KEEP_RETRACT_LATERAL,lateral,1200,,,,,,1ff8fc19-8a7f-42e1-b8a4-30a25194c981
DISSECT,right,,,,1650,1200,C3,"The maryland dissects around the hepatocystic triangle, between presumed cystic duct and presumed cystic artery.",,1650,1ff8fc19-8a7f-42e1-b8a4-30a25194c981__C3__avg__c_001200_001650,unsatisfied->satisfied,1,,,1200,between presumed cystic duct and presumed cystic artery,(not set),HepatocysticTriangle,Maryland,"[""Maryland"", ""DISSECT"", ""HepatocysticTriangle""]",1ff8fc19-8a7f-42e1-b8a4-30a25194c981
CAMERA_REPOSITION,camera,,CAMERA_REPOSITION,,1650,1200,C3,The camera repositions.,,1500,1ff8fc19-8a7f-42e1-b8a4-30a25194c981__C3__avg__c_001200_001650,unsatisfied->satisfied,2,,,1200,,,,,,1ff8fc19-8a7f-42e1-b8a4-30a25194c981
,left,,,no,2250,1650,C1,The grasper keeps the gallbladder neck retracted lateral.,lateral,2250,2105qd2c-diku-c2ql-nmzq-zdf8rj7j2ule__C1__avg__c_001650_002250,unsatisfied->satisfied,2,KEEP_RETRACT_LATERAL,lateral,1650,,,,,,2105qd2c-diku-c2ql-nmzq-zdf8rj7j2ule
DISSECT,right,,,,2250,1650,C1,"The scissors dissects around the hepatocystic triangle, between cystic artery and cystic plate.",,1950,2105qd2c-diku-c2ql-nmzq-zdf8rj7j2ule__C1__avg__c_001650_002250,unsatisfied->satisfied,1,,,1650,between cystic artery and cystic plate,(not set),HepatocysticTriangle,Scissors,"[""Scissors"", ""DISSECT"", ""HepatocysticTriangle""]",2105qd2c-diku-c2ql-nmzq-zdf8rj7j2ule
DISSECT,right,,,,2250,1650,C1,"The scissors dissects around the hepatocystic triangle, between presumed cystic duct and presumed cystic artery.",,2250,2105qd2c-diku-c2ql-nmzq-zdf8rj7j2ule__C1__avg__c_001650_002250,unsatisfied->satisfied,1,,,1950,between presumed cystic duct and presumed cystic artery,(not set),HepatocysticTriangle,Scissors,"[""Scissors"", ""DISSECT"", ""HepatocysticTriangle""]",2105qd2c-diku-c2ql-nmzq-zdf8rj7j2ule
,left,,,yes,1800,1350,C1,The grasper retracts the gallbladder neck from not retracted to lateral.,lateral,1800,215b09a5-a33d-45d7-8cb0-a7be8474ff01__C1__avg__c_001350_001800,unsatisfied->satisfied,1,RETRACT_LATERAL,not_retracted,1530,,,,,,215b09a5-a33d-45d7-8cb0-a7be8474ff01
CAMERA_REPOSITION,camera,,CAMERA_REPOSITION,,1800,1350,C1,The camera repositions.,,1650,215b09a5-a33d-45d7-8cb0-a7be8474ff01__C1__avg__c_001350_001800,unsatisfied->satisfied,2,,,1350,,,,,,215b09a5-a33d-45d7-8cb0-a7be8474ff01
,left,,,yes,1800,1200,C2,The grasper retracts the gallbladder neck from not retracted to lateral.,lateral,1800,215b09a5-a33d-45d7-8cb0-a7be8474ff01__C2__avg__c_001200_001800,unsatisfied->satisfied,1,RETRACT_LATERAL,not_retracted,1530,,,,,,215b09a5-a33d-45d7-8cb0-a7be8474ff01
CAMERA_REPOSITION,camera,,CAMERA_REPOSITION,,1800,1200,C2,The camera repositions.,,1650,215b09a5-a33d-45d7-8cb0-a7be8474ff01__C2__avg__c_001200_001800,unsatisfied->satisfied,2,,,1200,,,,,,215b09a5-a33d-45d7-8cb0-a7be8474ff01
,left,,,yes,1800,1350,C3,The grasper retracts the gallbladder neck from not retracted to lateral.,lateral,1800,215b09a5-a33d-45d7-8cb0-a7be8474ff01__C3__avg__c_001350_001800,unsatisfied->satisfied,1,RETRACT_LATERAL,not_retracted,1530,,,,,,215b09a5-a33d-45d7-8cb0-a7be8474ff01
CAMERA_REPOSITION,camera,,CAMERA_REPOSITION,,1800,1350,C3,The camera repositions.,,1650,215b09a5-a33d-45d7-8cb0-a7be8474ff01__C3__avg__c_001350_001800,unsatisfied->satisfied,2,,,1350,,,,,,215b09a5-a33d-45d7-8cb0-a7be8474ff01
,left,,,yes,1500,900,C1,The grasper retracts the gallbladder neck from medial to lateral.,lateral,1140,23643717-6c56-49ef-8761-29b64ca47a6d__C1__avg__c_000900_001500,unsatisfied->satisfied,1,RETRACT_MEDIAL_TO_LATERAL,medial,1110,,,,,,23643717-6c56-49ef-8761-29b64ca47a6d
DISSECT,right,,,,1500,900,C1,The maryland dissects around the hepatocystic triangle.,,1110,23643717-6c56-49ef-8761-29b64ca47a6d__C1__avg__c_000900_001500,unsatisfied->satisfied,2,,,900,(not set),(not set),HepatocysticTriangle,Maryland,"[""Maryland"", ""DISSECT"", ""HepatocysticTriangle""]",23643717-6c56-49ef-8761-29b64ca47a6d
DISSECT,right,,,,1500,900,C1,"The maryland dissects around the cystic duct, between presumed cystic duct and presumed cystic artery.",,1200,23643717-6c56-49ef-8761-29b64ca47a6d__C1__avg__c_000900_001500,unsatisfied->satisfied,2,,,1140,between presumed cystic duct and presumed cystic artery,(not set),CysticDuct,Maryland,"[""Maryland"", ""DISSECT"", ""CysticDuct""]",23643717-6c56-49ef-8761-29b64ca47a6d
DISSECT,right,,,,1500,900,C1,"The maryland dissects around the cystic artery, between cystic artery and cystic plate.",,1500,23643717-6c56-49ef-8761-29b64ca47a6d__C1__avg__c_000900_001500,unsatisfied->satisfied,2,,,1230,between cystic artery and cystic plate,(not set),CysticArtery,Maryland,"[""Maryland"", ""DISSECT"", ""CysticArtery""]",23643717-6c56-49ef-8761-29b64ca47a6d
,left,,,no,2100,1800,C1,The grasper keeps the gallbladder neck retracted lateral.,lateral,2100,23643717-6c56-49ef-8761-29b64ca47a6d__C1__avg__c_001800_002100,unsatisfied->satisfied,3,KEEP_RETRACT_LATERAL,lateral,1800,,,,,,23643717-6c56-49ef-8761-29b64ca47a6d
DISSECT,right,,,,2100,1800,C1,"The maryland dissects around the hepatocystic triangle, between cystic artery and cystic plate.",,2100,23643717-6c56-49ef-8761-29b64ca47a6d__C1__avg__c_001800_002100,unsatisfied->satisfied,1,,,1800,between cystic artery and cystic plate,(not set),HepatocysticTriangle,Maryland,"[""Maryland"", ""DISSECT"", ""HepatocysticTriangle""]",23643717-6c56-49ef-8761-29b64ca47a6d
CAMERA_REPOSITION,camera,,CAMERA_REPOSITION,,2100,1800,C1,The camera repositions.,,2100,23643717-6c56-49ef-8761-29b64ca47a6d__C1__avg__c_001800_002100,unsatisfied->satisfied,2,,,1800,,,,,,23643717-6c56-49ef-8761-29b64ca47a6d
,left,,,no,300,0,C2,The grasper keeps the gallbladder neck retracted lateral.,lateral,300,23643717-6c56-49ef-8761-29b64ca47a6d__C2__avg__c_000000_000300,unsatisfied->satisfied,2,KEEP_RETRACT_LATERAL,lateral,0,,,,,,23643717-6c56-49ef-8761-29b64ca47a6d
DISSECT,right,,,,300,0,C2,"The maryland dissects around the hepatocystic triangle, near the cystic duct, and near the base of the hepatocystic triangle.",,300,23643717-6c56-49ef-8761-29b64ca47a6d__C2__avg__c_000000_000300,unsatisfied->satisfied,1,,,0,near the cystic duct,near the base of the hepatocystic triangle,HepatocysticTriangle,Maryland,"[""Maryland"", ""DISSECT"", ""HepatocysticTriangle""]",23643717-6c56-49ef-8761-29b64ca47a6d
,left,,,yes,1500,900,C2,The grasper retracts the gallbladder neck from medial to lateral.,lateral,1140,23643717-6c56-49ef-8761-29b64ca47a6d__C2__avg__c_000900_001500,unsatisfied->satisfied,2,RETRACT_MEDIAL_TO_LATERAL,medial,1110,,,,,,23643717-6c56-49ef-8761-29b64ca47a6d
DISSECT,right,,,,1500,900,C2,The maryland dissects around the hepatocystic triangle.,,1110,23643717-6c56-49ef-8761-29b64ca47a6d__C2__avg__c_000900_001500,unsatisfied->satisfied,1,,,900,(not set),(not set),HepatocysticTriangle,Maryland,"[""Maryland"", ""DISSECT"", ""HepatocysticTriangle""]",23643717-6c56-49ef-8761-29b64ca47a6d
